country,year,women_murdered
Jordan,1995,NA
Jordan,1996,NA
Jordan,1997,NA
Jordan,1998,NA
Jordan,1999,NA
Jordan,2000,NA
Jordan,2001,NA
Jordan,2002,NA
Jordan,2003,NA
Jordan,2004,NA
Jordan,2005,NA
Jordan,2006,NA
Jordan,2007,0.89
Jordan,2008,1.05
Jordan,2009,1.07
Jordan,2010,0.726
Jordan,2011,0.623
Jordan,2012,NA
Jordan,2013,NA
Jordan,2014,NA
Jordan,2015,NA
Japan,1949,1.73
Japan,1950,1.5
Japan,1951,1.42
Japan,1952,1.45
Japan,1953,1.42
Japan,1954,1.63
Japan,1955,1.42
Japan,1956,1.36
Japan,1957,1.51
Japan,1958,1.33
Japan,1959,1.19
Japan,1960,1.1
Japan,1961,1.04
Japan,1962,1.04
Japan,1963,1.03
Japan,1964,1.02
Japan,1965,1.03
Japan,1966,1.01
Japan,1967,1.09
Japan,1968,0.905
Japan,1969,0.97
Japan,1970,0.932
Japan,1971,1.04
Japan,1972,0.971
Japan,1973,0.955
Japan,1974,0.991
Japan,1975,1.04
Japan,1976,0.991
Japan,1977,0.986
Japan,1978,0.9
Japan,1979,0.795
Japan,1980,0.842
Japan,1981,0.772
Japan,1982,0.823
Japan,1983,0.873
Japan,1984,0.725
Japan,1985,0.663
Japan,1986,0.647
Japan,1987,0.686
Japan,1988,0.505
Japan,1989,0.514
Japan,1990,0.463
Japan,1991,0.517
Japan,1992,0.517
Japan,1993,0.455
Japan,1994,0.437
Japan,1995,0.456
Japan,1996,0.439
Japan,1997,0.447
Japan,1998,0.42
Japan,1999,0.485
Japan,2000,0.422
Japan,2001,0.387
Japan,2002,0.411
Japan,2003,0.426
Japan,2004,0.363
Japan,2005,0.361
Japan,2006,0.309
Japan,2007,0.389
Japan,2008,0.287
Japan,2009,0.257
Japan,2010,0.244
Japan,2011,0.257
Japan,2012,0.212
Japan,2013,0.228
Japan,2014,0.234
Japan,2015,NA
Kazakhstan,1949,NA
Kazakhstan,1950,NA
Kazakhstan,1951,NA
Kazakhstan,1952,NA
Kazakhstan,1953,NA
Kazakhstan,1954,NA
Kazakhstan,1955,NA
Kazakhstan,1956,NA
Kazakhstan,1957,NA
Kazakhstan,1958,NA
Kazakhstan,1959,NA
Kazakhstan,1960,NA
Kazakhstan,1961,NA
Kazakhstan,1962,NA
Kazakhstan,1963,NA
Kazakhstan,1964,NA
Kazakhstan,1965,NA
Kazakhstan,1966,NA
Kazakhstan,1967,NA
Kazakhstan,1968,NA
Kazakhstan,1969,NA
Kazakhstan,1970,NA
Kazakhstan,1971,NA
Kazakhstan,1972,NA
Kazakhstan,1973,NA
Kazakhstan,1974,NA
Kazakhstan,1975,NA
Kazakhstan,1976,NA
Kazakhstan,1977,NA
Kazakhstan,1978,NA
Kazakhstan,1979,NA
Kazakhstan,1980,5.33
Kazakhstan,1981,5.5
Kazakhstan,1982,NA
Kazakhstan,1983,NA
Kazakhstan,1984,5.01
Kazakhstan,1985,3.22
Kazakhstan,1986,3.51
Kazakhstan,1987,3.5
Kazakhstan,1988,4.33
Kazakhstan,1989,4.85
Kazakhstan,1990,4.94
Kazakhstan,1991,5.72
Kazakhstan,1992,6.91
Kazakhstan,1993,7.24
Kazakhstan,1994,8.84
Kazakhstan,1995,8.57
Kazakhstan,1996,8.56
Kazakhstan,1997,8.96
Kazakhstan,1998,7.88
Kazakhstan,1999,7.73
Kazakhstan,2000,7.13
Kazakhstan,2001,6.69
Kazakhstan,2002,6.76
Kazakhstan,2003,NA
Kazakhstan,2004,NA
Kazakhstan,2005,NA
Kazakhstan,2006,NA
Kazakhstan,2007,NA
Kazakhstan,2008,NA
Kazakhstan,2009,NA
Kazakhstan,2010,NA
Kazakhstan,2011,NA
Kazakhstan,2012,2.75
Kazakhstan,2013,2.47
Kazakhstan,2014,2.45
Kazakhstan,2015,NA
Kyrgyz Republic,1949,NA
Kyrgyz Republic,1950,NA
Kyrgyz Republic,1951,NA
Kyrgyz Republic,1952,NA
Kyrgyz Republic,1953,NA
Kyrgyz Republic,1954,NA
Kyrgyz Republic,1955,NA
Kyrgyz Republic,1956,NA
Kyrgyz Republic,1957,NA
Kyrgyz Republic,1958,NA
Kyrgyz Republic,1959,NA
Kyrgyz Republic,1960,NA
Kyrgyz Republic,1961,NA
Kyrgyz Republic,1962,NA
Kyrgyz Republic,1963,NA
Kyrgyz Republic,1964,NA
Kyrgyz Republic,1965,NA
Kyrgyz Republic,1966,NA
Kyrgyz Republic,1967,NA
Kyrgyz Republic,1968,NA
Kyrgyz Republic,1969,NA
Kyrgyz Republic,1970,NA
Kyrgyz Republic,1971,NA
Kyrgyz Republic,1972,NA
Kyrgyz Republic,1973,NA
Kyrgyz Republic,1974,NA
Kyrgyz Republic,1975,NA
Kyrgyz Republic,1976,NA
Kyrgyz Republic,1977,NA
Kyrgyz Republic,1978,NA
Kyrgyz Republic,1979,NA
Kyrgyz Republic,1980,3.91
Kyrgyz Republic,1981,3.66
Kyrgyz Republic,1982,NA
Kyrgyz Republic,1983,NA
Kyrgyz Republic,1984,3.31
Kyrgyz Republic,1985,1.66
Kyrgyz Republic,1986,2.95
Kyrgyz Republic,1987,3.67
Kyrgyz Republic,1988,3
Kyrgyz Republic,1989,6.43
Kyrgyz Republic,1990,4.44
Kyrgyz Republic,1991,5.41
Kyrgyz Republic,1992,7.35
Kyrgyz Republic,1993,7.11
Kyrgyz Republic,1994,6.66
Kyrgyz Republic,1995,5.97
Kyrgyz Republic,1996,4.78
Kyrgyz Republic,1997,4.93
Kyrgyz Republic,1998,3.5
Kyrgyz Republic,1999,4.48
Kyrgyz Republic,2000,4.2
Kyrgyz Republic,2001,4.43
Kyrgyz Republic,2002,4.13
Kyrgyz Republic,2003,3.54
Kyrgyz Republic,2004,3.69
Kyrgyz Republic,2005,3.14
Kyrgyz Republic,2006,2.62
Kyrgyz Republic,2007,2.35
Kyrgyz Republic,2008,3.43
Kyrgyz Republic,2009,2.46
Kyrgyz Republic,2010,2.94
Kyrgyz Republic,2011,2.23
Kyrgyz Republic,2012,1.71
Kyrgyz Republic,2013,1.84
Kyrgyz Republic,2014,1.72
Kyrgyz Republic,2015,NA
St. Kitts and Nevis,1949,NA
St. Kitts and Nevis,1950,NA
St. Kitts and Nevis,1951,NA
St. Kitts and Nevis,1952,NA
St. Kitts and Nevis,1953,NA
St. Kitts and Nevis,1954,NA
St. Kitts and Nevis,1955,NA
St. Kitts and Nevis,1956,NA
St. Kitts and Nevis,1957,NA
St. Kitts and Nevis,1958,NA
St. Kitts and Nevis,1959,NA
St. Kitts and Nevis,1960,NA
St. Kitts and Nevis,1961,NA
St. Kitts and Nevis,1962,NA
St. Kitts and Nevis,1963,NA
St. Kitts and Nevis,1964,NA
St. Kitts and Nevis,1965,NA
St. Kitts and Nevis,1966,NA
St. Kitts and Nevis,1967,NA
St. Kitts and Nevis,1968,NA
St. Kitts and Nevis,1969,NA
St. Kitts and Nevis,1970,NA
St. Kitts and Nevis,1971,NA
St. Kitts and Nevis,1972,NA
St. Kitts and Nevis,1973,NA
St. Kitts and Nevis,1974,NA
St. Kitts and Nevis,1975,NA
St. Kitts and Nevis,1976,NA
St. Kitts and Nevis,1977,NA
St. Kitts and Nevis,1978,NA
St. Kitts and Nevis,1979,NA
St. Kitts and Nevis,1980,NA
St. Kitts and Nevis,1981,NA
St. Kitts and Nevis,1982,NA
St. Kitts and Nevis,1983,NA
St. Kitts and Nevis,1984,NA
St. Kitts and Nevis,1985,NA
St. Kitts and Nevis,1986,NA
St. Kitts and Nevis,1987,NA
St. Kitts and Nevis,1988,NA
St. Kitts and Nevis,1989,NA
St. Kitts and Nevis,1990,4.66
St. Kitts and Nevis,1991,NA
St. Kitts and Nevis,1992,NA
St. Kitts and Nevis,1993,NA
St. Kitts and Nevis,1994,NA
St. Kitts and Nevis,1995,NA
St. Kitts and Nevis,1996,NA
St. Kitts and Nevis,1997,NA
St. Kitts and Nevis,1998,NA
St. Kitts and Nevis,1999,NA
St. Kitts and Nevis,2000,NA
St. Kitts and Nevis,2001,NA
St. Kitts and Nevis,2002,NA
St. Kitts and Nevis,2003,NA
St. Kitts and Nevis,2004,NA
St. Kitts and Nevis,2005,NA
St. Kitts and Nevis,2006,NA
St. Kitts and Nevis,2007,NA
St. Kitts and Nevis,2008,NA
St. Kitts and Nevis,2009,NA
St. Kitts and Nevis,2010,NA
St. Kitts and Nevis,2011,NA
St. Kitts and Nevis,2012,NA
St. Kitts and Nevis,2013,NA
St. Kitts and Nevis,2014,NA
St. Kitts and Nevis,2015,NA
South Korea,1949,NA
South Korea,1950,NA
South Korea,1951,NA
South Korea,1952,NA
South Korea,1953,NA
South Korea,1954,NA
South Korea,1955,NA
South Korea,1956,NA
South Korea,1957,NA
South Korea,1958,NA
South Korea,1959,NA
South Korea,1960,NA
South Korea,1961,NA
South Korea,1962,NA
South Korea,1963,NA
South Korea,1964,NA
South Korea,1965,NA
South Korea,1966,NA
South Korea,1967,NA
South Korea,1968,NA
South Korea,1969,NA
South Korea,1970,NA
South Korea,1971,NA
South Korea,1972,NA
South Korea,1973,NA
South Korea,1974,NA
South Korea,1975,NA
South Korea,1976,NA
South Korea,1977,NA
South Korea,1978,NA
South Korea,1979,NA
South Korea,1980,NA
South Korea,1981,NA
South Korea,1982,NA
South Korea,1983,NA
South Korea,1984,0.701
South Korea,1985,0.658
South Korea,1986,0.76
South Korea,1987,0.515
South Korea,1988,0.95
South Korea,1989,1.04
South Korea,1990,0.928
South Korea,1991,0.938
South Korea,1992,1.17
South Korea,1993,1.09
South Korea,1994,1.27
South Korea,1995,1.4
South Korea,1996,1.58
South Korea,1997,1.76
South Korea,1998,1.34
South Korea,1999,1.5
South Korea,2000,1.27
South Korea,2001,1.46
South Korea,2002,1.48
South Korea,2003,1.64
South Korea,2004,1.66
South Korea,2005,1.39
South Korea,2006,1.21
South Korea,2007,1.18
South Korea,2008,1.18
South Korea,2009,1
South Korea,2010,0.83
South Korea,2011,0.918
South Korea,2012,0.893
South Korea,2013,0.885
South Korea,2014,0.841
South Korea,2015,NA
Kuwait,1949,NA
Kuwait,1950,NA
Kuwait,1951,NA
Kuwait,1952,NA
Kuwait,1953,NA
Kuwait,1954,NA
Kuwait,1955,NA
Kuwait,1956,NA
Kuwait,1957,NA
Kuwait,1958,NA
Kuwait,1959,NA
Kuwait,1960,NA
Kuwait,1961,NA
Kuwait,1962,NA
Kuwait,1963,NA
Kuwait,1964,NA
Kuwait,1965,NA
Kuwait,1966,NA
Kuwait,1967,NA
Kuwait,1968,NA
Kuwait,1969,NA
Kuwait,1970,NA
Kuwait,1971,NA
Kuwait,1972,NA
Kuwait,1973,NA
Kuwait,1974,1.44
Kuwait,1975,NA
Kuwait,1976,0.179
Kuwait,1977,1.65
Kuwait,1978,0.648
Kuwait,1979,0.693
Kuwait,1980,0.43
Kuwait,1981,0.697
Kuwait,1982,0.377
Kuwait,1983,1
Kuwait,1984,0.649
Kuwait,1985,0.435
Kuwait,1986,0.283
Kuwait,1987,NA
Kuwait,1988,NA
Kuwait,1989,NA
Kuwait,1990,NA
Kuwait,1991,NA
Kuwait,1992,0.548
Kuwait,1993,1.62
Kuwait,1994,0.89
Kuwait,1995,1.51
Kuwait,1996,0.454
Kuwait,1997,0.362
Kuwait,1998,1.88
Kuwait,1999,0.529
Kuwait,2000,0.989
Kuwait,2001,0.814
Kuwait,2002,NA
Kuwait,2003,NA
Kuwait,2004,NA
Kuwait,2005,NA
Kuwait,2006,0.243
Kuwait,2007,0.407
Kuwait,2008,0.133
Kuwait,2009,0.0902
Kuwait,2010,0.0451
Kuwait,2011,0.385
Kuwait,2012,NA
Kuwait,2013,0.773
Kuwait,2014,NA
Kuwait,2015,NA
St. Lucia,1949,NA
St. Lucia,1950,NA
St. Lucia,1951,NA
St. Lucia,1952,NA
St. Lucia,1953,NA
St. Lucia,1954,NA
St. Lucia,1955,NA
St. Lucia,1956,NA
St. Lucia,1957,NA
St. Lucia,1958,NA
St. Lucia,1959,NA
St. Lucia,1960,NA
St. Lucia,1961,NA
St. Lucia,1962,NA
St. Lucia,1963,NA
St. Lucia,1964,NA
St. Lucia,1965,NA
St. Lucia,1966,NA
St. Lucia,1967,NA
St. Lucia,1968,NA
St. Lucia,1969,NA
St. Lucia,1970,NA
St. Lucia,1971,NA
St. Lucia,1972,NA
St. Lucia,1973,NA
St. Lucia,1974,NA
St. Lucia,1975,NA
St. Lucia,1976,NA
St. Lucia,1977,NA
St. Lucia,1978,NA
St. Lucia,1979,NA
St. Lucia,1980,NA
St. Lucia,1981,NA
St. Lucia,1982,6.35
St. Lucia,1983,NA
St. Lucia,1984,NA
St. Lucia,1985,NA
St. Lucia,1986,4.6
St. Lucia,1987,0.868
St. Lucia,1988,NA
St. Lucia,1989,NA
St. Lucia,1990,NA
St. Lucia,1991,NA
St. Lucia,1992,NA
St. Lucia,1993,NA
St. Lucia,1994,NA
St. Lucia,1995,NA
St. Lucia,1996,NA
St. Lucia,1997,NA
St. Lucia,1998,NA
St. Lucia,1999,NA
St. Lucia,2000,NA
St. Lucia,2001,NA
St. Lucia,2002,NA
St. Lucia,2003,NA
St. Lucia,2004,NA
St. Lucia,2005,NA
St. Lucia,2006,NA
St. Lucia,2007,NA
St. Lucia,2008,NA
St. Lucia,2009,NA
St. Lucia,2010,NA
St. Lucia,2011,NA
St. Lucia,2012,NA
St. Lucia,2013,NA
St. Lucia,2014,NA
St. Lucia,2015,NA
Sri Lanka,1949,2.21
Sri Lanka,1950,2.08
Sri Lanka,1951,1.91
Sri Lanka,1952,1.59
Sri Lanka,1953,1.95
Sri Lanka,1954,1.67
Sri Lanka,1955,1.74
Sri Lanka,1956,1.49
Sri Lanka,1957,1.47
Sri Lanka,1958,2.07
Sri Lanka,1959,1.16
Sri Lanka,1960,0.913
Sri Lanka,1961,1.39
Sri Lanka,1962,1.05
Sri Lanka,1963,NA
Sri Lanka,1964,NA
Sri Lanka,1965,NA
Sri Lanka,1966,1.23
Sri Lanka,1967,1.09
Sri Lanka,1968,NA
Sri Lanka,1969,NA
Sri Lanka,1970,NA
Sri Lanka,1971,NA
Sri Lanka,1972,NA
Sri Lanka,1973,NA
Sri Lanka,1974,NA
Sri Lanka,1975,NA
Sri Lanka,1976,NA
Sri Lanka,1977,NA
Sri Lanka,1978,NA
Sri Lanka,1979,0.743
Sri Lanka,1980,1.03
Sri Lanka,1981,1.29
Sri Lanka,1982,2.59
Sri Lanka,1983,1.56
Sri Lanka,1984,2.09
Sri Lanka,1985,1.71
Sri Lanka,1986,NA
Sri Lanka,1987,NA
Sri Lanka,1988,NA
Sri Lanka,1989,NA
Sri Lanka,1990,NA
Sri Lanka,1991,NA
Sri Lanka,1992,NA
Sri Lanka,1993,NA
Sri Lanka,1994,NA
Sri Lanka,1995,NA
Sri Lanka,1996,NA
Sri Lanka,1997,NA
Sri Lanka,1998,NA
Sri Lanka,1999,NA
Sri Lanka,2000,NA
Sri Lanka,2001,NA
Sri Lanka,2002,NA
Sri Lanka,2003,NA
Sri Lanka,2004,NA
Sri Lanka,2005,NA
Sri Lanka,2006,NA
Sri Lanka,2007,NA
Sri Lanka,2008,NA
Sri Lanka,2009,NA
Sri Lanka,2010,NA
Sri Lanka,2011,NA
Sri Lanka,2012,NA
Sri Lanka,2013,NA
Sri Lanka,2014,NA
Sri Lanka,2015,NA
Lithuania,1949,NA
Lithuania,1950,NA
Lithuania,1951,NA
Lithuania,1952,NA
Lithuania,1953,NA
Lithuania,1954,NA
Lithuania,1955,NA
Lithuania,1956,NA
Lithuania,1957,NA
Lithuania,1958,NA
Lithuania,1959,NA
Lithuania,1960,NA
Lithuania,1961,NA
Lithuania,1962,NA
Lithuania,1963,NA
Lithuania,1964,NA
Lithuania,1965,NA
Lithuania,1966,NA
Lithuania,1967,NA
Lithuania,1968,NA
Lithuania,1969,NA
Lithuania,1970,NA
Lithuania,1971,NA
Lithuania,1972,NA
Lithuania,1973,NA
Lithuania,1974,NA
Lithuania,1975,NA
Lithuania,1976,NA
Lithuania,1977,NA
Lithuania,1978,NA
Lithuania,1979,NA
Lithuania,1980,4.51
Lithuania,1981,3.78
Lithuania,1982,NA
Lithuania,1983,NA
Lithuania,1984,2.63
Lithuania,1985,2.73
Lithuania,1986,2.46
Lithuania,1987,2.78
Lithuania,1988,3.37
Lithuania,1989,4.13
Lithuania,1990,4.04
Lithuania,1991,4.82
Lithuania,1992,5.15
Lithuania,1993,6.28
Lithuania,1994,6.25
Lithuania,1995,4.79
Lithuania,1996,4.73
Lithuania,1997,4.33
Lithuania,1998,2.85
Lithuania,1999,4.56
Lithuania,2000,2.93
Lithuania,2001,1.98
Lithuania,2002,3.01
Lithuania,2003,3.19
Lithuania,2004,2.17
Lithuania,2005,2.14
Lithuania,2006,2.04
Lithuania,2007,1.93
Lithuania,2008,1.93
Lithuania,2009,1.84
Lithuania,2010,2.59
Lithuania,2011,2.07
Lithuania,2012,2.15
Lithuania,2013,1.73
Lithuania,2014,1.96
Lithuania,2015,1.49
Luxembourg,1949,NA
Luxembourg,1950,NA
Luxembourg,1951,NA
Luxembourg,1952,NA
Luxembourg,1953,NA
Luxembourg,1954,NA
Luxembourg,1955,NA
Luxembourg,1956,NA
Luxembourg,1957,NA
Luxembourg,1958,NA
Luxembourg,1959,NA
Luxembourg,1960,NA
Luxembourg,1961,NA
Luxembourg,1962,NA
Luxembourg,1963,NA
Luxembourg,1964,NA
Luxembourg,1965,NA
Luxembourg,1966,NA
Luxembourg,1967,1.81
Luxembourg,1968,0.868
Luxembourg,1969,NA
Luxembourg,1970,0.554
Luxembourg,1971,0.959
Luxembourg,1972,0.827
Luxembourg,1973,0.634
Luxembourg,1974,NA
Luxembourg,1975,NA
Luxembourg,1976,2.36
Luxembourg,1977,1.88
Luxembourg,1978,1.78
Luxembourg,1979,3.02
Luxembourg,1980,0.858
Luxembourg,1981,2.16
Luxembourg,1982,1.51
Luxembourg,1983,1.29
Luxembourg,1984,0.876
Luxembourg,1985,2.19
Luxembourg,1986,1.35
Luxembourg,1987,1.61
Luxembourg,1988,2.15
Luxembourg,1989,0.954
Luxembourg,1990,2.56
Luxembourg,1991,2.7
Luxembourg,1992,NA
Luxembourg,1993,1.18
Luxembourg,1994,0.486
Luxembourg,1995,0.726
Luxembourg,1996,NA
Luxembourg,1997,0.896
Luxembourg,1998,1.01
Luxembourg,1999,1.05
Luxembourg,2000,1.68
Luxembourg,2001,1.59
Luxembourg,2002,1.46
Luxembourg,2003,NA
Luxembourg,2004,1.04
Luxembourg,2005,0.718
Luxembourg,2006,0.592
Luxembourg,2007,0.323
Luxembourg,2008,0.313
Luxembourg,2009,2.23
Luxembourg,2010,NA
Luxembourg,2011,NA
Luxembourg,2012,0.311
Luxembourg,2013,0.579
Luxembourg,2014,0.402
Luxembourg,2015,NA
Latvia,1949,NA
Latvia,1950,NA
Latvia,1951,NA
Latvia,1952,NA
Latvia,1953,NA
Latvia,1954,NA
Latvia,1955,NA
Latvia,1956,NA
Latvia,1957,NA
Latvia,1958,NA
Latvia,1959,NA
Latvia,1960,NA
Latvia,1961,NA
Latvia,1962,NA
Latvia,1963,NA
Latvia,1964,NA
Latvia,1965,NA
Latvia,1966,NA
Latvia,1967,NA
Latvia,1968,NA
Latvia,1969,NA
Latvia,1970,NA
Latvia,1971,NA
Latvia,1972,NA
Latvia,1973,NA
Latvia,1974,NA
Latvia,1975,NA
Latvia,1976,NA
Latvia,1977,NA
Latvia,1978,NA
Latvia,1979,3.43
Latvia,1980,4.33
Latvia,1981,4.05
Latvia,1982,4
Latvia,1983,3.66
Latvia,1984,3.37
Latvia,1985,2.84
Latvia,1986,2.27
Latvia,1987,3.27
Latvia,1988,4.9
Latvia,1989,4.11
Latvia,1990,5.19
Latvia,1991,7.08
Latvia,1992,10.6
Latvia,1993,10.6
Latvia,1994,8.87
Latvia,1995,6.97
Latvia,1996,9.54
Latvia,1997,6.2
Latvia,1998,6.67
Latvia,1999,5.59
Latvia,2000,6.1
Latvia,2001,5.72
Latvia,2002,5.22
Latvia,2003,5.49
Latvia,2004,4.34
Latvia,2005,3.91
Latvia,2006,2.95
Latvia,2007,3.81
Latvia,2008,2.05
Latvia,2009,2.42
Latvia,2010,2.07
Latvia,2011,2.22
Latvia,2012,2.54
Latvia,2013,2.53
Latvia,2014,2.59
Latvia,2015,NA
Moldova,1949,NA
Moldova,1950,NA
Moldova,1951,NA
Moldova,1952,NA
Moldova,1953,NA
Moldova,1954,NA
Moldova,1955,NA
Moldova,1956,NA
Moldova,1957,NA
Moldova,1958,NA
Moldova,1959,NA
Moldova,1960,NA
Moldova,1961,NA
Moldova,1962,NA
Moldova,1963,NA
Moldova,1964,NA
Moldova,1965,NA
Moldova,1966,NA
Moldova,1967,NA
Moldova,1968,NA
Moldova,1969,NA
Moldova,1970,NA
Moldova,1971,NA
Moldova,1972,NA
Moldova,1973,NA
Moldova,1974,NA
Moldova,1975,NA
Moldova,1976,NA
Moldova,1977,NA
Moldova,1978,NA
Moldova,1979,NA
Moldova,1980,6.76
Moldova,1981,6.88
Moldova,1982,NA
Moldova,1983,NA
Moldova,1984,6.21
Moldova,1985,5
Moldova,1986,3.8
Moldova,1987,5.11
Moldova,1988,4.87
Moldova,1989,5.33
Moldova,1990,5.47
Moldova,1991,6.51
Moldova,1992,6.97
Moldova,1993,6.96
Moldova,1994,7.14
Moldova,1995,6.83
Moldova,1996,5.78
Moldova,1997,5.13
Moldova,1998,5.19
Moldova,1999,5.8
Moldova,2000,5.89
Moldova,2001,5.8
Moldova,2002,5.47
Moldova,2003,4.29
Moldova,2004,4.9
Moldova,2005,3.72
Moldova,2006,4.18
Moldova,2007,3.51
Moldova,2008,3.61
Moldova,2009,3.44
Moldova,2010,2.49
Moldova,2011,3.16
Moldova,2012,2.66
Moldova,2013,2.19
Moldova,2014,2.62
Moldova,2015,1.71
Mexico,1949,NA
Mexico,1950,NA
Mexico,1951,NA
Mexico,1952,NA
Mexico,1953,NA
Mexico,1954,NA
Mexico,1955,NA
Mexico,1956,NA
Mexico,1957,6.68
Mexico,1958,6.84
Mexico,1959,NA
Mexico,1960,NA
Mexico,1961,NA
Mexico,1962,NA
Mexico,1963,NA
Mexico,1964,NA
Mexico,1965,NA
Mexico,1966,NA
Mexico,1967,NA
Mexico,1968,2.21
Mexico,1969,3.42
Mexico,1970,3.41
Mexico,1971,3.39
Mexico,1972,2.79
Mexico,1973,NA
Mexico,1974,NA
Mexico,1975,NA
Mexico,1976,NA
Mexico,1977,NA
Mexico,1978,NA
Mexico,1979,NA
Mexico,1980,3.8
Mexico,1981,3.85
Mexico,1982,3.96
Mexico,1983,NA
Mexico,1984,3.93
Mexico,1985,4.1
Mexico,1986,3.93
Mexico,1987,4.04
Mexico,1988,4.24
Mexico,1989,4.12
Mexico,1990,3.97
Mexico,1991,4.2
Mexico,1992,3.96
Mexico,1993,3.53
Mexico,1994,3.59
Mexico,1995,NA
Mexico,1996,NA
Mexico,1997,NA
Mexico,1998,NA
Mexico,1999,NA
Mexico,2000,NA
Mexico,2001,NA
Mexico,2002,NA
Mexico,2003,NA
Mexico,2004,NA
Mexico,2005,NA
Mexico,2006,NA
Mexico,2007,NA
Mexico,2008,NA
Mexico,2009,NA
Mexico,2010,NA
Mexico,2011,NA
Mexico,2012,NA
Mexico,2013,NA
Mexico,2014,NA
Mexico,2015,NA
North Macedonia,1949,NA
North Macedonia,1950,NA
North Macedonia,1951,NA
North Macedonia,1952,NA
North Macedonia,1953,NA
North Macedonia,1954,NA
North Macedonia,1955,NA
North Macedonia,1956,NA
North Macedonia,1957,NA
North Macedonia,1958,NA
North Macedonia,1959,NA
North Macedonia,1960,NA
North Macedonia,1961,NA
North Macedonia,1962,NA
North Macedonia,1963,NA
North Macedonia,1964,NA
North Macedonia,1965,NA
North Macedonia,1966,NA
North Macedonia,1967,NA
North Macedonia,1968,NA
North Macedonia,1969,NA
North Macedonia,1970,NA
North Macedonia,1971,NA
North Macedonia,1972,NA
North Macedonia,1973,NA
North Macedonia,1974,NA
North Macedonia,1975,NA
North Macedonia,1976,NA
North Macedonia,1977,NA
North Macedonia,1978,NA
North Macedonia,1979,NA
North Macedonia,1980,NA
North Macedonia,1981,NA
North Macedonia,1982,NA
North Macedonia,1983,NA
North Macedonia,1984,NA
North Macedonia,1985,NA
North Macedonia,1986,NA
North Macedonia,1987,NA
North Macedonia,1988,NA
North Macedonia,1989,NA
North Macedonia,1990,0.394
North Macedonia,1991,0.912
North Macedonia,1992,1.06
North Macedonia,1993,0.786
North Macedonia,1994,0.566
North Macedonia,1995,1.44
North Macedonia,1996,0.851
North Macedonia,1997,0.885
North Macedonia,1998,1.08
North Macedonia,1999,1.36
North Macedonia,2000,1.02
North Macedonia,2001,0.858
North Macedonia,2002,1.43
North Macedonia,2003,1.21
North Macedonia,2004,1.12
North Macedonia,2005,0.927
North Macedonia,2006,0.989
North Macedonia,2007,0.682
North Macedonia,2008,0.728
North Macedonia,2009,1.1
North Macedonia,2010,0.51
North Macedonia,2011,0.525
North Macedonia,2012,0.501
North Macedonia,2013,NA
North Macedonia,2014,NA
North Macedonia,2015,NA
Malta,1949,NA
Malta,1950,NA
Malta,1951,NA
Malta,1952,NA
Malta,1953,NA
Malta,1954,NA
Malta,1955,NA
Malta,1956,NA
Malta,1957,NA
Malta,1958,NA
Malta,1959,NA
Malta,1960,NA
Malta,1961,NA
Malta,1962,NA
Malta,1963,NA
Malta,1964,NA
Malta,1965,NA
Malta,1966,0.728
Malta,1967,NA
Malta,1968,NA
Malta,1969,NA
Malta,1970,NA
Malta,1971,NA
Malta,1972,NA
Malta,1973,NA
Malta,1974,NA
Malta,1975,NA
Malta,1976,0.557
Malta,1977,0.451
Malta,1978,NA
Malta,1979,0.646
Malta,1980,1.14
Malta,1981,1.45
Malta,1982,1.58
Malta,1983,0.584
Malta,1984,NA
Malta,1985,NA
Malta,1986,0.503
Malta,1987,0.683
Malta,1988,0.421
Malta,1989,0.335
Malta,1990,NA
Malta,1991,1.08
Malta,1992,1.05
Malta,1993,NA
Malta,1994,NA
Malta,1995,0.474
Malta,1996,0.474
Malta,1997,1.31
Malta,1998,1.83
Malta,1999,0.821
Malta,2000,3.28
Malta,2001,1.13
Malta,2002,NA
Malta,2003,1.74
Malta,2004,0.348
Malta,2005,NA
Malta,2006,NA
Malta,2007,0.362
Malta,2008,0.773
Malta,2009,0.538
Malta,2010,1.06
Malta,2011,1.03
Malta,2012,NA
Malta,2013,NA
Malta,2014,0.477
Malta,2015,NA
Montenegro,1949,NA
Montenegro,1950,NA
Montenegro,1951,NA
Montenegro,1952,NA
Montenegro,1953,NA
Montenegro,1954,NA
Montenegro,1955,NA
Montenegro,1956,NA
Montenegro,1957,NA
Montenegro,1958,NA
Montenegro,1959,NA
Montenegro,1960,NA
Montenegro,1961,NA
Montenegro,1962,NA
Montenegro,1963,NA
Montenegro,1964,NA
Montenegro,1965,NA
Montenegro,1966,NA
Montenegro,1967,NA
Montenegro,1968,NA
Montenegro,1969,NA
Montenegro,1970,NA
Montenegro,1971,NA
Montenegro,1972,NA
Montenegro,1973,NA
Montenegro,1974,NA
Montenegro,1975,NA
Montenegro,1976,NA
Montenegro,1977,NA
Montenegro,1978,NA
Montenegro,1979,NA
Montenegro,1980,NA
Montenegro,1981,NA
Montenegro,1982,NA
Montenegro,1983,NA
Montenegro,1984,NA
Montenegro,1985,NA
Montenegro,1986,NA
Montenegro,1987,NA
Montenegro,1988,NA
Montenegro,1989,NA
Montenegro,1990,NA
Montenegro,1991,NA
Montenegro,1992,NA
Montenegro,1993,NA
Montenegro,1994,NA
Montenegro,1995,NA
Montenegro,1996,NA
Montenegro,1997,NA
Montenegro,1998,NA
